Handle,Title,Body (HTML),Variant Price,Image Src,base_price,Demand ,Season,category,Vendor,Subcategory
Spring 2015 Eyeshadow,Lancome,"Lancome Spring 2015 Eyeshadow is a Eyeshadow. There are 9 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/02/lancome_myfrenchpalette010.jpg,339.9,,,,Lancome,
Spring 2015 Palette,Lancome,"Lancome Spring 2015 Palette is a Eye Palette that retails for $58.00 and contains 0.30 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/02/lancome_myfrenchpalette001.jpg,1735,,,,Lancome,
Runway Palette,Burberry,"Burberry Runway Palette is a Blush that retails for $65.00 and contains 0.32 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/02/burberry_springsummer2015powder001.jpg,1847,,,,Burberry,
Nail Coffret,Christian Louboutin Beaute,"Christian Louboutin Beaute Nail Coffret is a Makeup Palette that retails for $90.00 and contains 0.60 oz. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/02/louboutin_spring2015nailcoffret001.jpg,1684,,,,Christian Louboutin Beaute,
Illumionations Face Powder,Estee Lauder,"Create glowing, otherworldly skin with this silky-effect powder. Brush over cheeks, forehead, and brow bones for a burst of pure light that is velvety-soft with an impeccable, long-lasting quality.",,https://www.temptalia.com/wp-content/uploads/2015/02/esteelauder_courregesilluminationspowder001.jpg,5956.3,,,,Estee Lauder,
Courreges Super Gloss,Estee Lauder,"French designer AndrÃ© CourrÃ¨ges had a vision of beauty as modern, futuristic, and cool as his clothes. Now EstÃ©e Lauder partners with the famed fashion house so you can create your own CourrÃ¨ges look for today. The pink nude shade, Rosy Future, provides the perfect hint of color to lips or adds a touch of gloss when layered over lipstick. It comes with a high-shine, high-impact finish.",,https://www.temptalia.com/wp-content/uploads/2015/02/esteelauder_rosyfuture001.jpg,983.6,,,,Estee Lauder,
Courreges Highlighter,Estee Lauder,"â€œI want to let the light into my clothes,â€ CourrÃ¨ges would say of his preference for lucidity above all else, which has inspired this iridescent powder gelÃ©e. The innovative plastic orb applicator that houses a sensorial cream can be dotted onto cheeks for an allover polished glow or onto temples, cheekbones, and other high planes of the face for a concentrated highlight.",,https://www.temptalia.com/wp-content/uploads/2015/03/esteelauder_iridescentball001.jpg,7651.27,,,,Estee Lauder,
Lip & Cheek Ball,Estee Lauder,"Estee Lauder Lip & Cheek Ball is a Blush that retails for $26.00 and contains 0.11 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/esteelauder_lipcheekball001.jpg,2715.7,,,,Estee Lauder,
L'Intemporel de Chanel Eyeshadow,Chanel,"Chanel L'Intemporel de Chanel Eyeshadow is a Eyeshadow. There are 5 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/chanel_lintemporeldechanelpalette008.jpg,2247.72,,,,Chanel,
Finishing Powder Palette,Too Faced,"Go filter flawless wherever you go with these portable, weightless finishing powders. Each one instantly brightens up your face: Sunrise provides diffused warmth, Totally Toasted bronzes with a smoothing glow, and Moon River brings a soft, ethereal glow to the skin. Formulated with Liquiplush Technology, theyâ€™re a unique powder-cream hybrid powder that are seamless to apply and leave the velvety texture of a cream for a flawless appearance. Get photo ready when you wear this powder alone or blended together for a customized, photo filter finish. ",,https://www.temptalia.com/wp-content/uploads/2015/03/toofaced_selfiepalette001.jpg,584.77,,,,Too Faced,
Selfie Powder,Too Faced,"Too Faced Selfie Powder is a Powder. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/toofaced_selfiepalette013.jpg,1884.45,,,,Too Faced,
Chiseled to Perfection Palette,Too Faced,"Look instantly slimmer, get lifted cheekbones, or sculpt your features like an A-list celebrity with the Too Faced Cocoa Contour Kitâ€”only at Sephora. Perfect for wearing separately or blending together, this curated kit provides two essential sculpting shades, a matte highlighter, and a luminous light shade for a contoured look that stands out. Infused with the antioxidant-rich, cocoa complex, these powders layer together seamlessly and indulge you with a decadent chocolate scent. This kit features Too Faced's Contour Buki Brush for the most professional sculpting effect, and it includes its signature Glamour Guide with three contour looks to get you started. ",,https://www.temptalia.com/wp-content/uploads/2015/03/toofaced_cocoacontour001.jpg,1656.87,,,,Too Faced,
Sculpting Powder,Too Faced,"Too Faced Sculpting Powder is a Contour. There are 2 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/toofaced_cocoacontour018.jpg,2206.4,,,,Too Faced,
Lip Palette x6,MAC,"MAC Lip Palette x6 is a Lip Palette that retails for $40.00 and contains 0.25 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/mac_whosthedjpalette001.jpg,2482.2,,,,MAC,
Super Shock Pressed Pigment Duo,Colour Pop,"Colour Pop Super Shock Pressed Pigment Duo is a Cheek Palette that retails for $5.00 and contains 0.07 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/colourpop_squintliaison001.jpg,269.8,,,,Colour Pop,
Super Shock Shadow Duo,Colour Pop,"Colour Pop Super Shock Shadow Duo is a Eye Palette that retails for $5.00 and contains 0.07 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/colourpop_loveydovyhunger001.jpg,665,,,,Colour Pop,
Spring 2015 Set,Colour Pop,"Colour Pop Spring 2015 Set is a Makeup Palette that retails for $40.00 and contains 0.25 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/03/colourpop_fetchgroup001.jpg,398.91,,,,Colour Pop,
Terracotta Joli Teint Powder Duo,Guerlain,"These duo shades deliver sunkissed radiance to the skin. The warm, natural tone creates a subtle, sunny glow, while the vibrant pop of color revitalizes the complexion. The silky formula feels comfortable and looks seamless on skin, leaving a soft satin finish. The powderâ€™s unique fragrance is a joyful blend of bergamont and mandarin blended with sunny, feminine notes of gardeniaâ€”and the woody, vanilla notes offer a hint of mystery. ",,https://www.temptalia.com/wp-content/uploads/2015/03/guerlain_01clairbrunettes001.jpg,29.9,,,,Guerlain,
Lipslique,Surratt Beauty,A twist-up lip color that provides a luxe alternative to lipstick and a sheer to medium finish. ,,https://www.temptalia.com/wp-content/uploads/2015/03/troysurratt_perfectionniste001.jpg,179.4,,,,Surratt Beauty,
Illuminating Multiple,NARS,"Spotlight on eyes, cheeks, and lips. NARS' glowing virtuoso heightens the scene at every twist with a new, multipurpose sheenâ€”the highlight of the show.",,https://www.temptalia.com/wp-content/uploads/2015/04/nars_quantum001.jpg,179.4,,,,NARS,
Lipgloss,Bite Beauty,"Bite Beauty Lipgloss is a Lipgloss. There are 12 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/04/bitebeauty_watercolorlibrary008.jpg,448.5,,,,Bite Beauty,
Showstopper Cheek & Eye Palette,Tarte,"This chic palette includes a liner with a lid, crease, and highlighter eye shadows to play up your glamorous stareâ€”from work day to evening on the town looks. These warm, flattering eye and cheek shades features six never-before-seen shadows, a full-size blush, and a highlighter/bronzer duo thatâ€™s perfect for creating camera-ready looks. Infused with tarteâ€™s iconic Amazonian clay, each fade-free, blendable formula is inspired by the glitz and glam of Hollywood and is perfect for camera-ready makeup looks. ",,https://www.temptalia.com/wp-content/uploads/2015/04/tarte_showstopperpalette014.jpg,478.4,,,,Tarte,
Summer 2015 Amazonian Eye & Cheek Palette,Tarte,"This next-generation collectorâ€™s eye and cheek palette features an Amazonian clay-infused, glistening blush in a golden peachy pink shade for the perfect, everyday glow. Explore an array of neutral, matte eye shades and create custom, blended, warm looks that mirror a summer sunset. Great for use as a liner to accentuate the eyes or on the lids, in the eye crease, and to highlight, each of these versatile hues gives you a reason to celebrate the sunny season. Amazonian clay balances and nourishes skin on the lids and cheeksâ€”imparting a fresh, glowing look for dewy summer mornings to starry evenings.",,https://www.temptalia.com/wp-content/uploads/2015/04/tarte_poppypicnicpalette001.jpg,328.9,,,,Tarte,
Lip & Cheek Set,Colour Pop,"Colour Pop Lip & Cheek Set is a Makeup Palette that retails for $39.00 and contains 0.56 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/04/colourpop_inbloom001.jpg,657.8,,,,Colour Pop,
Cream Cheek Color,Tom Ford Beauty,"Tom Ford Beauty Cream Cheek Color is a Blush that retails for $68.00 and contains 0.17 oz. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/04/tomford_pinksand001.jpg,657.8,,,,Tom Ford Beauty,
Eye Contour Palette,Kat Von D,"Transform your eyes through the art of contouring. After tapping into makeup pro secrets, Kat Von D created this first-of-its-kind eye shadow palette. Itâ€™s specially-designed for eye contouring, a groundbreaking technique once used only by beauty experts to define and enhance eyes. This palette features a gorgeous, versatile array of true contouring shades, arranged into three color quadsâ€”neutral, cool, and warmâ€”to flatter every skintone.
Three large base shadows are arranged above three coordinating powders for contouring, defining, and highlighting. The palette includes an easy-to-follow contouring guide with step-by-step instructions for creating three different eye-opening techniques. Each velvety powder is blendable and buildable, and it features Kat Von Dâ€™s signature high-pigment, long-wear eye shadow formula, created to deliver rich color that lasts all day and all night.
",,https://www.temptalia.com/wp-content/uploads/2015/04/katvond_shadelighteyepalette001.jpg,209.3,,,,Kat Von D,
Amazonian Clay Collector's Palette (Summer 2015),Tarte,"Achieve a polished, glowing look with this chic, eye and cheek palette, featuring eight all-new, wearable eyeshadows, along with a trio of warm, complexion-flattering blushes and a bronzer. The exclusive palette includes a blend of liner, lid, crease, and highlighting shadows, empowering you to play up your look from daytime to playtime. Infused with tarteâ€™s breakthrough ingredient Amazonian clay, each formula creates for better, longer, and truer wear and comes in a pretty, ultra-thin palette thatâ€™s easily versatileâ€”taking your makeup looks from brunch to the office. ",,https://www.temptalia.com/wp-content/uploads/2015/04/tarte_empowerflowerpalette001.jpg,538.2,,,,Tarte,
Full Metal Shadow,YSL,"Yves Saint Laurent Full Metal Shadow is the brand's first metallic-color liquid eyeshadow. Its pigment-packed formula lasts up to 16 hours without creasing, flaking or fading and contains 40% water for a cooling effect and pure color payoff. An exclusive applicator allows you to create three signature looks, including a full lid, just the line or a graphic eye.",,https://www.temptalia.com/wp-content/uploads/2015/04/ysl_3taupedrop001.jpg,388.7,,,,YSL,
Enamored Hi-Shine Lip Lacquer,Marc Jacobs Beauty,"Enamored Hi-Shine Lip Lacquer delivers maximum color and brilliance with its unique Triple Shine Complex, a blend of high-performance ingredients that provide unstoppable wear and shine like â€œ30 coats of lacquer.â€ This mint-scented gloss features a profusion of creamy pinks, shimmering lavenders, and iridescent brights that give lips a lush look with lasting color and unbelievable shine.",,https://www.temptalia.com/wp-content/uploads/2015/04/marcjacobs_324lovebuzz001.jpg,1205.03,,,,Marc Jacobs Beauty,
Artist Plexi-Gloss,Make Up For Ever,"Impart vivid color and stunning shine with this innovative gloss formula. This non-sticky formula goes on smoothly, and its pigments are packed with Plexi Color Technology, delivering five-hour color impact while 360-degree, reflective shine beads maximize shine. The exclusive, artist-designed Superflex Applicator features a lip-hugging shape that allows for precision and control, and the super-loaded split-tip has a unique contour to sweep on the ideal amount of lip lacquer in pearly and non-pearly finishes.",,https://www.temptalia.com/wp-content/uploads/2015/04/makeupforever_203pplexigloss001.jpg,766.83,,,,Make Up For Ever,
Sheer Lip Gel,Marc Jacobs Beauty,"This covetable lip collection breaks the mold of traditional nude lipstick. Its innovative gel formula glides effortlessly over lips, laying down subtle shades and a sleek shine finish with a delicate vanilla scent. Velvet-like monoi butter, derived from the tropical tiarÃ© flower, delivers supreme moisture while nourishing myrrh extract and antioxidant vitamin E minimize the appearance of aging â€” including vertical fine lines.",,https://www.temptalia.com/wp-content/uploads/2015/04/marcjacobs_150eatcake001.jpg,925,,,,Marc Jacobs Beauty,
Argan Enlightenment Illuminizing Veil,Josie Maran,"Sweep on a glowing look with this silky powder, formulated to create a lit-from-within radiance. Enriched with Argan oil, which provides nourishment to the skin, its champagne hue mirrors the natural radiance of healthy skin. The ultra-creamy powder is infused with madonna lily and poetâ€™s narcissus to help brighten, and it sits lightly on the skin, leaving a wash of radiance. ",,https://www.temptalia.com/wp-content/uploads/2015/04/josiemaran_arganilluminizingveil001.jpg,1973.83,,,,Josie Maran,
Argan Enlightenment Illuminizer,Josie Maran,"Bring a glowing look to the skin with Argan Enlightenment Illuminizer. Enriched with Argan oil, which provides nourishment to the skin, its champagne hue mirrors the natural, radiant look of healthy skin. Itâ€™s infused with madonna lily, a pure white blossom, and poetâ€™s narcissus, an ancient daffodil, which work together to brighten and even your skintone. Skin looks instantly radiant when you use this versatile liquid illuminizer alone, or mix it with foundation, moisturizer, or oil for a lit-from-within glow. ",,https://www.temptalia.com/wp-content/uploads/2015/04/josiemaran_arganilluminizer006.jpg,2698.5,,,,Josie Maran,
Argan Enlightenment Illuminizing Wand,Josie Maran,"The Argan Enlightenment Illuminizing Wand brings your inner glow to the surface of your skin, diffusing and reflecting light to create a soft-focus, radiant effect. Argan oil and shea butter bring ultimate nourishment to the skin, while the Enlightenment hue mimics the natural radiance of healthy skin. Madonna lily and poetâ€™s narcissus help to brighten, leaving skin looking radiant and refreshed. Its twist-up, propel/repel packaging is convenient and portable for quick, on-the-go use. Apply this illuminating formula to the inner corner of the eyes, under the brows, cheekbones, bridge of nose, cupidâ€™s bow, and more to lift, define, and highlight. ",,https://www.temptalia.com/wp-content/uploads/2015/04/josiemaran_arganilluminizingwand001.jpg,3291.4,,,,Josie Maran,
Summer Shadow,Guerlain,"A delightfully fresh and creamy eye shadow whose waterproof formula guarantees unfailing wear. Using its foam applicator or with fingers, the formula can practically be applied with closed eyes!",,https://www.temptalia.com/wp-content/uploads/2015/04/guerlain_blueoceanshadow001.jpg,929.96,,,,Guerlain,
Studio Sculpt Defining Bronzing Powder,MAC,"MAC Studio Sculpt Defining Bronzing Powder is a Bronzer that retails for $35.50. There are 2 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/04/mac_delicates001.jpg,3139.8,,,,MAC,
Eau de Parfum,Tom Ford Beauty,"Fleur de Portofino creates a crisp and bright floral accord from this bloom, then surrounds it with effervescent citrus and acacia honey. The fragrance creates an effect of sheer floral possession that is incomparably hypnotic and extremely bold. ",,https://www.temptalia.com/wp-content/uploads/2015/05/tomford_costaazzurra001.jpg,929.8,,,,Tom Ford Beauty,
Mono Eyeshadow,Guerlain,"Guerlain has reinterpreted the single eyeshadow, an essential must-have for everyday wear. Two finishes â€“ matte or metallic â€“ , equally seductive and indispensable shades. Incorporating Guerlain Last ever technology, the pigments are coated in a gel to stay all day long without settling into creases or fine lines, while ensuring optimal comfort. A must-have collection to use to your heartâ€™s content and collect with abandon!",,https://www.temptalia.com/wp-content/uploads/2015/05/guerlain_04heynude001.jpg,398,,,,Guerlain,
Eyes to Mesmerise Long-Lasting Cream Eyeshadow,Charlotte Tilbury,"Captivate the room in just one glance with my Eyes To Mesmerise Cream Eye Shadow pots â€“ a clever cream-to-sheen formula that creates maximum impact with minimum effort. Simply add a sheer wash of color with your fingertip for a flattering finish for day, or add drama for evening by applying with my Eye Blender Brush for high-impact, high-shine lids. Itâ€™s the ultimate foolproof product and forms part of my One-Minute No-Mirror Makeup.",,https://www.temptalia.com/wp-content/uploads/2015/05/charlottetilbury_bette001.jpg,1092,,,,Charlotte Tilbury,
Bronzer/Blush,theBalm,Dive right into theBalm's latest sun-kissed must-have...Balm DesertÂ®. This blush and bronzer is specially formulated to be long-wearing and fade-resistant. Pair Balm Desert with a smokey eye and a colorful lip to really heat things up.,,https://www.temptalia.com/wp-content/uploads/2015/05/thebalm_balmdesert007.jpg,4860.11,,,,theBalm,
Beach Stick,Charlotte Tilbury,"Charlotte Tilbury Beach Stick is a Blush that retails for $45.00 and contains 0.23 oz. There are 5 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/05/charlottetilbury_esvedra001.jpg,1351.2,,,,Charlotte Tilbury,
Diorskin Nude Tan Tie Dye Blush,Dior,"Housed in a cannage case, Nude Tan Tie Dye Blush reveals a harmony of shades for your cheeks to give them the perfect sunny glow.",,https://www.temptalia.com/wp-content/uploads/2015/05/dior_002coralsunsettiedye001.jpg,4241,,,,Dior,
Super Shock Cheek Bronzer,Colour Pop,"Colour Pop Super Shock Cheek Bronzer is a Bronzer that retails for $8.00 and contains 0.15 oz. There are 6 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/05/colourpop_bonvoyage001.jpg,2073.3,,,,Colour Pop,
Box o' Powder,Benefit,"Benefit Box o' Powder is a Blush that retails for $29.00 and contains 0.17 oz. There are 15 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2010/12/benefit_bellabamba001.jpg,310,,,,Benefit,
Pure Color Envy Shine Sculpting Lipstick,Estee Lauder,"Take your lip looks to a whole new level with Pure Color Envy Shine Sculpting Shine Lipstick. Full of saturated color and shine that illuminates lips in one stroke, it features multi-faceted pigments that create definitionâ€”making lips appear beautifully shaped, sculpted, and curvaceous. This lipstickâ€™s creamy texture glides on smoothly and gives even coverage, and it is formulated with time-released Moisture Complex, which works to capture and seal in hydration that lasts throughout the day. Housed in a luxe case, this lipstickâ€™s has a slim shape that's designed to highlight the curves of your lips.",,https://www.temptalia.com/wp-content/uploads/2015/05/esteelauder_blossombright001.jpg,1601.06,,,,Estee Lauder,
Baked Gelato Swirl Illuminator,Laura Geller,"Illuminate your natural beauty! This innovative hybrid texture applies like a sheer powder but feels like a cream, creating a translucent wash of luminous color that can be swept all over the face for a lit-from-within glow. A fresh 3-D design captures the look of our favorite Italian dessert, and lasts until the very last application. ",,https://www.temptalia.com/wp-content/uploads/2015/04/laurageller_ballerina001.jpg,109.9,,,,Laura Geller,
Spring 2015 Eye & Cheek Palette,bareMinerals,"bareMinerals Spring 2015 Eye & Cheek Palette is a Makeup Palette that retails for $39.00 and contains 0.51 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/05/bareminerals_colorcompatibles001.jpg,1318.8,,,,bareMinerals,
6-Colour Eye Palette Long Lasting,Clarins,"Clarins 6-Colour Eye Palette Long Lasting is a Eye Palette that retails for $45.00 and contains 0.10 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/05/clarins_gardenescape001.jpg,2831.55,,,,Clarins,
Wet & Dry Eyeshadow,Clarins,"Clarins Wet & Dry Eyeshadow is a Eyeshadow. There are 6 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/05/clarins_gardenescape009.jpg,5581.8,,,,Clarins,
Pop Lip Colour + Primer Lipstick,Clinique,"Luxurious yet weightless formula merges bold, saturated colour with a smoothing primer. Glides on effortlessly to a modern-velvet finish. Colour stays true, keeps lips comfortably moisturized for 8 hours. Allergy Tested. 100% Fragrance Free.",,https://www.temptalia.com/wp-content/uploads/2015/06/clinique_05melonpop001.jpg,2187.3,,,,Clinique,
Highlighting Powder,Rouge Bunny Rouge,"We interpreted the sublimely haunting beauty of this powder and released it here for you. Feather-light and creamy, to softly stroke your skin with pearly velvet light from dusk till dawn. A natural, even and radiant look is yours, while the tiny dazzling micro-particles add teasingly shimmering twinkles. Let the firelight in, to accentuate cheeks, arms, legs... anywhere you dare to bare. With such a bewitching halo about you, those who lay their head upon your warm lap may not want it back. This radiant powder, enriched with exquisite anti-aging benefits for a firmer and healthier skin, feels like a gossamer sweep of creamy silk. The powderâ€™s miraculous â€œblurringâ€ finish and smoothing effect instantly transform your complexion â€“ your personal secret to perfect, clear, porcelain-like skin. New generation pigments create a lasting flawless, luminous coverage and a unique blendability. State-of-the-art technologies in powder treatment and coating make for the superb smoothing properties, delightful skin feel and comfort. The exclusive Aglianico Grape Marc Extract is added to boost natural anti-aging and healing skin processes such as detoxification and synthesis of hyaluronic acid, type I and type III collagen.",,https://www.temptalia.com/wp-content/uploads/2015/06/rougebunnyrouge_005goddess001.jpg,1042.9,,,,Rouge Bunny Rouge,
Pro Contour Palette,LORAC,"LORAC Pro Contour Palette is a Face Palette that retails for $45.00 and contains 0.74 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/lorac_procontou001.jpg,876.9,,,,LORAC,
Highlight Powder,LORAC,"LORAC Highlight Powder is a Highlighter. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/lorac_procontou004.jpg,789,,,,LORAC,
Contour Powder,LORAC,"LORAC Contour Powder is a Contour. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/lorac_procontou013.jpg,545.3,,,,LORAC,
Pro Contour Brush,LORAC,LORAC Pro Contour Brush is a Brush.,,https://www.temptalia.com/wp-content/uploads/2015/06/lorac_procontou025.jpg,155.8,,,,LORAC,
Summer 2015 Eyeshadow Palette,LORAC,"Instantly transform your eyes with the LORAC Alter Ego Eye Shadow Palette in DREAM GIRL. This irresistible, vibrant palette is loaded with an array of fun, flirty and wearable shades to keep him in awe. Whether youâ€™re a GIRL NEXT DOOR by day or a DREAM GIRL by night, you can achieve any look you desire with this dreamy blend of shades. Embrace your every identity and dress up your eyes with LORAC!",,https://www.temptalia.com/wp-content/uploads/2015/06/lorac_dreamgirl001.jpg,1331.1,,,,LORAC,
Classic Color Lipstick,Besame,"A lipstick with a satin, matte finish that delivers full coverage in one coat. BÃ©same Cosmeticsâ€™ Classic Color Lipsticks feature retro-inspired, smooth lip colors that provide a budge-proof finish that stays put, while the angled design offers precise application. Each lasting color is inspired by the shades worn by coveted Hollywood starlets of the â€˜20s, â€˜30s, â€˜40s, and â€˜50s, imparting an iconic, satin meets matte lip look. The formula is packed with macadamia oil, vitamin C, chamomile, and aloe to leave lips feeling soft and hydrated. ",,https://www.temptalia.com/wp-content/uploads/2015/06/besame_americanbeauty001.jpg,1421.67,,,,Besame,
Blusher & Skin Powder Corrector Palette,Viseart,"Viseart Blusher & Skin Powder Corrector Palette is a Eye Palette that retails for $80.00 and contains 0.84 oz. There are 1 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/viseart_08brighteditorial001.jpg,550.8,,,,Viseart,
Blusher / Skin Powder Corrector,Viseart,"Viseart Blusher / Skin Powder Corrector is a Eyeshadow. There are 12 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/viseart_08brighteditorial008.jpg,872.1,,,,Viseart,
Le Rouge-a-Porter,Givenchy,"Mouth off in style. Le Rouge-Ã€-Porterâ€™s ultra-sensorial, hydrating formula coats lips with brilliant pops of color. This lipstick comes in a wide array of shades, from ultra-nude to sophisticated, and its genuine leather case adds a touch of chic. Formulated with hyaluronic acid, it protects the lips while leaving a subtle, shiny finish. ",,https://www.temptalia.com/wp-content/uploads/2015/06/givenchy_103beigeplumetisporter001.jpg,734.4,,,,Givenchy,
Brow Tech Powder,Smashbox,"Smashbox Brow Tech Powder is a Eyeshadow. There are 2 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/smashbox_shapematters018.jpg,383.2,,,,Smashbox,
Contour Powder,Smashbox,"Smashbox Contour Powder is a Contour. There are 3 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/smashbox_shapematters022.jpg,335.3,,,,Smashbox,
True Match Lumi Liquid Glow Illuminator,L'Oreal,"The ultimate in luminosity! L'OrÃ©al introduces its first liquid highlighter specifically designed to enhance key features or illuminate all-over. True Match Lumi Liquid Glow Illuminator enhances all skintones and undertones. Ice enhances pink or blue tones. Rose enhances yellow, peachy, pink or blue tones. Golden enhances peachy or yellow tones.",,https://www.temptalia.com/wp-content/uploads/2015/06/loreal_goldenlumiliquid001.jpg,95.8,,,,L'Oreal,
True Match Lumi Powder Glow Illuminator,L'Oreal,"The ultimate in luminosity! L'OrÃ©al introduces its first powder highlighter specifically designed to enhance key features or illuminate all-over. True Match Lumi Powder Glow Illuminator enhances all skintones and undertones. Ice enhances pink or blue tones. Rose enhances yellow, peachy, pink or blue tones. Golden enhances peachy or yellow tones.",,https://www.temptalia.com/wp-content/uploads/2015/06/loreal_goldenlumipowder001.jpg,191.6,,,,L'Oreal,
Baby Lips Lipgloss,Maybelline,"Maybelline's Baby Lips Moisturizing Lip Gloss is 0% sticky with a new, non-sticky way to shine. Caring oils moisturize, smooth, and soften for 4 hours of moisture so lips never feel dry.",,https://www.temptalia.com/wp-content/uploads/2015/06/maybelline_05justaglimmer001.jpg,95.8,,,,Maybelline,
Prismatic Shadow,NYX,"Live in a world of kaleidoscope color with our Prismatic Shadows. Mix and match any of these 12 brilliant metallic shades to achieve a fun, stunning eye look in seconds.",,https://www.temptalia.com/wp-content/uploads/2015/06/nyx_bedroomeyes001.jpg,215,,,,NYX,
Passionately Pretty Eye Shadow Collection,Too Faced,"Create your own love story with endless, passionately pretty eye looks. Our love-worthy eye collection features fifteen silky shadows in shimmer, pearl and matte finishes. Innovative slurry powder technology creates velvety, smooth and soft pigments that offer multidimensional, intense color payoff. From flirtatious neutrals to romantic pinks and passionate emeralds, this palette allows you to create limitless looks that anyone will fall head over heels for.",,https://www.temptalia.com/wp-content/uploads/2015/06/toofaced_lovepalette001.jpg,2090,,,,Too Faced,
Love Eyeshadow,Too Faced,"Too Faced Love Eyeshadow is a Eyeshadow. There are 15 shades that have been released, which you can select from below.",,https://www.temptalia.com/wp-content/uploads/2015/06/toofaced_lovepalette014.jpg,12095,,,,Too Faced,
Maestro Liquid Summer Bronzer SPF 15,Giorgio Armani,"The secret of this iconic Maestro formula is no water or white powder. Instead, it contains five non-comedogenic oils, including white lotus oil, which gradually evaporate upon application and leave you with a â€œno makeup feel.â€ The ultra-fine oil-pigments suspension enhances the skin and is enriched with finely milled micro-pearls for liquid summer bronzer and essential concentrated pigments for fusion blush. For optimal results, use a single drop of the highly pigmented blush formula.",,https://www.temptalia.com/wp-content/uploads/2014/03/giorgioarmani_100maestrobronzer001.jpg,10375,,,,Giorgio Armani,
Fall 2015 Eye Kit,NARS,"For Fall 2015, NARS Cosmetics introduces every NARSissistâ€™s eye essential â€“ smoky, subtle, minky, bold â€“ the combinations are endless. The limited-edition eye kit features a compact of six shadows ranging from pale lilac to smoky charcoal, a mini Via Deâ€™Martelli Larger Than LifeÂ® Eyeliner and a newly designed travel size Wide Contour Brush #43 for easy application on the go. Itâ€™s neutrals worth noticing.",,https://www.temptalia.com/wp-content/uploads/2015/07/nars_2015hardwiredkit001.jpg,5222.36,,,,NARS,
NARSissist Night Palette (2015),NARS,"From day to night, these eight eye shades take looks from work day to evening. Featuring four matte and four shimmer shadows, this palette includes the mini Night Series Eyeliner in a Night Clubbingâ€”a standout, black shade with gold pearls for head-turning looks.","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2015/07/nars_matteshimmerpalette001.jpg,,,,,NARS,
Fall 2015 Eyeshadow Palette,bareMinerals,"Whether youâ€™re at the office or hitting the town, get stand-eyes with these seven ultra-silky, long-wearing eye shadows. This paletteâ€™s expertly coordinated shades boost eye looks for work and weekend in three easy steps. Start by sweeping on the universal base shade, and then boost your work looks with a chic, classic neutral. Then get ready for the weekend in soft plums or head-turning smoky hues. With a step-by-step guide for each look, this palette has everything you need for perfectly-portable, effortless glamour that lasts for 12 hours. ","
Eye Palette
",https://www.temptalia.com/wp-content/uploads/2015/07/bareminerals_workwowpalette001.jpg,,,,,bareMinerals,
